Sample_ID,F1,F2,F3,F4,F5,F6,F7,F8,Fruit,Organic
Apple_Org_034,0.496004,0.541853,0.605865,0.661695,0.575859,0.484681,0.497003,0.394147,Apple,Organic
Apple_NonOrg_058,0.466651,0.519382,0.611455,0.647333,0.57408,0.479333,0.404579,0.379646,Apple,Non-Organic
Banana_NonOrg_092,0.720644,0.780302,0.782481,0.846741,0.815391,0.745267,0.63593,0.617238,Banana,Non-Organic
Banana_Org_009,0.768268,0.781556,0.82543,0.86813,0.778575,0.804946,0.674825,0.601396,Banana,Organic
Apple_NonOrg_136,0.450366,0.503485,0.6096,0.641405,0.57734,0.481309,0.469449,0.359915,Apple,Non-Organic
Apple_NonOrg_123,0.426266,0.557071,0.595217,0.605794,0.563596,0.499641,0.472358,0.372663,Apple,Non-Organic
Banana_NonOrg_080,0.678172,0.812173,0.84903,0.822102,0.833931,0.746344,0.636352,0.617078,Banana,Non-Organic
Tomato_Org_034,0.670227,0.392869,0.349448,0.398807,0.459963,0.522012,0.5242,0.45753,Tomato,Organic
Apple_NonOrg_067,0.470338,0.532664,0.582754,0.62441,0.554247,0.444783,0.447376,0.363411,Apple,Non-Organic
Tomato_NonOrg_060,0.719977,0.467324,0.338132,0.419992,0.406792,0.463957,0.463749,0.434694,Tomato,Non-Organic
Tomato_NonOrg_100,0.659671,0.446591,0.385194,0.383417,0.463977,0.502176,0.5017,0.423383,Tomato,Non-Organic
Tomato_NonOrg_176,0.67765,0.414502,0.356275,0.375507,0.408465,0.499998,0.49424,0.439185,Tomato,Non-Organic
Tomato_Org_128,0.684412,0.419903,0.393568,0.446493,0.426059,0.550141,0.538543,0.451518,Tomato,Organic
Tomato_NonOrg_189,0.658138,0.437613,0.32866,0.438437,0.454618,0.484362,0.463427,0.427598,Tomato,Non-Organic
Banana_NonOrg_055,0.699046,0.741469,0.849059,0.872087,0.856372,0.782351,0.662912,0.600104,Banana,Non-Organic
Apple_Org_011,0.436757,0.567457,0.590437,0.619588,0.56216,0.5163,0.457038,0.425007,Apple,Organic
Banana_Org_048,0.723352,0.792293,0.869112,0.914265,0.825082,0.765035,0.708255,0.630453,Banana,Organic
Banana_NonOrg_118,0.725286,0.742432,0.776407,0.861936,0.813745,0.705872,0.693837,0.614969,Banana,Non-Organic
Tomato_NonOrg_115,0.656376,0.396381,0.321747,0.348994,0.475136,0.525618,0.460089,0.455405,Tomato,Non-Organic
Apple_NonOrg_006,0.447833,0.523884,0.566331,0.598703,0.524286,0.431977,0.450116,0.378918,Apple,Non-Organic
Apple_NonOrg_026,0.408571,0.532799,0.55725,0.605037,0.551121,0.50294,0.422377,0.332843,Apple,Non-Organic
Apple_Org_147,0.49326,0.590444,0.582329,0.649915,0.579365,0.544597,0.455412,0.42497,Apple,Organic
Banana_Org_087,0.709289,0.742754,0.828406,0.846309,0.812633,0.786312,0.695263,0.623555,Banana,Organic
Banana_NonOrg_137,0.702053,0.775348,0.796364,0.835972,0.859678,0.747998,0.636642,0.628831,Banana,Non-Organic
Tomato_Org_181,0.700633,0.430737,0.37709,0.390629,0.482434,0.564959,0.493789,0.444006,Tomato,Organic
Tomato_NonOrg_092,0.708964,0.33989,0.361152,0.386804,0.475551,0.498002,0.435305,0.409866,Tomato,Non-Organic
Banana_Org_164,0.759856,0.758453,0.890951,0.908196,0.859033,0.759712,0.708235,0.596878,Banana,Organic
Tomato_NonOrg_010,0.631933,0.420826,0.368475,0.348593,0.431095,0.49279,0.461307,0.461333,Tomato,Non-Organic
Tomato_Org_089,0.670317,0.429142,0.357181,0.428497,0.490087,0.585049,0.482984,0.485427,Tomato,Organic
Apple_NonOrg_143,0.429191,0.512468,0.560773,0.606199,0.554471,0.446577,0.421197,0.375049,Apple,Non-Organic
Apple_NonOrg_189,0.464749,0.505159,0.577468,0.611986,0.590343,0.494144,0.38896,0.370997,Apple,Non-Organic
Apple_Org_022,0.462564,0.556136,0.620901,0.669716,0.552369,0.482884,0.466994,0.359937,Apple,Organic
Tomato_NonOrg_178,0.647051,0.418105,0.35243,0.375959,0.442198,0.518997,0.482526,0.436124,Tomato,Non-Organic
Tomato_NonOrg_048,0.715489,0.406922,0.347828,0.354079,0.416392,0.549731,0.487335,0.427562,Tomato,Non-Organic
Banana_Org_066,0.749615,0.808031,0.839534,0.879777,0.85357,0.768185,0.704321,0.643592,Banana,Organic
Tomato_NonOrg_111,0.689498,0.414571,0.382899,0.351816,0.470909,0.502041,0.501878,0.476044,Tomato,Non-Organic
Tomato_NonOrg_018,0.71235,0.448497,0.353945,0.346393,0.452072,0.531491,0.515501,0.42073,Tomato,Non-Organic
Banana_NonOrg_040,0.673743,0.816171,0.855127,0.811532,0.810728,0.774506,0.689063,0.638429,Banana,Non-Organic
Banana_NonOrg_138,0.763538,0.768089,0.873817,0.867637,0.797968,0.756421,0.660478,0.625764,Banana,Non-Organic
Apple_Org_036,0.482164,0.583141,0.588098,0.621876,0.535124,0.461351,0.428871,0.414403,Apple,Organic
Tomato_Org_173,0.688173,0.47044,0.350876,0.435052,0.431531,0.532158,0.528375,0.442238,Tomato,Organic
Apple_NonOrg_192,0.436197,0.538725,0.602459,0.64678,0.547485,0.503791,0.412665,0.397782,Apple,Non-Organic
Banana_NonOrg_002,0.72133,0.812796,0.825942,0.841387,0.81802,0.764566,0.687092,0.598838,Banana,Non-Organic
Banana_Org_057,0.759869,0.806522,0.829614,0.881132,0.809692,0.75145,0.719805,0.647767,Banana,Organic
Apple_NonOrg_185,0.443269,0.527689,0.614211,0.626518,0.572136,0.481168,0.444607,0.378551,Apple,Non-Organic
Banana_Org_005,0.768028,0.837028,0.829189,0.857373,0.855747,0.765923,0.688775,0.60876,Banana,Organic
Tomato_NonOrg_085,0.656247,0.409333,0.336301,0.387391,0.389778,0.468575,0.483605,0.419941,Tomato,Non-Organic
Tomato_Org_074,0.712031,0.406553,0.317466,0.39991,0.453845,0.567384,0.534037,0.523054,Tomato,Organic
Tomato_NonOrg_195,0.698928,0.407538,0.348381,0.390413,0.389881,0.479352,0.517643,0.482268,Tomato,Non-Organic
Banana_Org_002,0.749086,0.840708,0.841659,0.877001,0.824835,0.750254,0.650931,0.646051,Banana,Organic
Tomato_NonOrg_022,0.650647,0.454964,0.360913,0.397103,0.431474,0.526006,0.506883,0.433961,Tomato,Non-Organic
Apple_NonOrg_068,0.470128,0.529132,0.592644,0.616198,0.534857,0.456082,0.44679,0.361716,Apple,Non-Organic
Banana_NonOrg_139,0.746257,0.777651,0.775978,0.843939,0.787204,0.758769,0.664856,0.639992,Banana,Non-Organic
Apple_Org_113,0.475118,0.501855,0.634875,0.656721,0.548317,0.482527,0.467601,0.419945,Apple,Organic
Apple_Org_052,0.52165,0.541228,0.580393,0.612002,0.590376,0.47823,0.428048,0.393973,Apple,Organic
Tomato_Org_073,0.736263,0.455086,0.374546,0.430526,0.457805,0.548151,0.488125,0.466614,Tomato,Organic
Tomato_Org_117,0.71511,0.433237,0.401931,0.391098,0.505625,0.550482,0.496433,0.459766,Tomato,Organic
Tomato_NonOrg_052,0.700267,0.471234,0.341575,0.377539,0.451372,0.482139,0.515762,0.405727,Tomato,Non-Organic
Tomato_Org_179,0.687227,0.429474,0.420692,0.367364,0.512925,0.553674,0.51277,0.41758,Tomato,Organic
Banana_NonOrg_066,0.722383,0.771369,0.828616,0.85125,0.811672,0.793701,0.686069,0.595464,Banana,Non-Organic
Tomato_NonOrg_071,0.670655,0.459264,0.342338,0.369761,0.442129,0.503028,0.481528,0.438396,Tomato,Non-Organic
Banana_Org_088,0.753902,0.759497,0.824165,0.87288,0.83992,0.832594,0.711981,0.641036,Banana,Organic
Apple_Org_195,0.491289,0.530762,0.569373,0.65826,0.581843,0.514865,0.444054,0.389066,Apple,Organic
Tomato_NonOrg_187,0.658114,0.424812,0.364138,0.376335,0.438489,0.512986,0.495369,0.476809,Tomato,Non-Organic
Banana_NonOrg_079,0.717906,0.808927,0.810382,0.843943,0.809102,0.750254,0.678794,0.646473,Banana,Non-Organic
Banana_Org_053,0.741957,0.759566,0.815167,0.863184,0.808382,0.755667,0.683821,0.638706,Banana,Organic
Tomato_Org_044,0.693332,0.44465,0.421194,0.385065,0.494799,0.571148,0.451255,0.509641,Tomato,Organic
Apple_Org_134,0.471258,0.544437,0.549191,0.637532,0.555281,0.513789,0.468884,0.424904,Apple,Organic
Banana_Org_020,0.72307,0.834805,0.853185,0.841678,0.83694,0.788621,0.700779,0.612092,Banana,Organic
Banana_NonOrg_048,0.72086,0.75528,0.809728,0.759366,0.796267,0.755949,0.670784,0.633518,Banana,Non-Organic
Tomato_Org_137,0.617653,0.484663,0.328401,0.411104,0.445858,0.524534,0.503115,0.496959,Tomato,Organic
Banana_Org_173,0.741767,0.798933,0.830228,0.851641,0.857517,0.754136,0.677309,0.618667,Banana,Organic
Apple_Org_015,0.432585,0.549052,0.625401,0.630083,0.577771,0.519849,0.449639,0.382128,Apple,Organic
Tomato_Org_055,0.711156,0.485511,0.383089,0.439499,0.441526,0.554379,0.462851,0.500315,Tomato,Organic
Tomato_Org_082,0.685304,0.421668,0.372988,0.389317,0.489574,0.539388,0.516233,0.439291,Tomato,Organic
Tomato_NonOrg_091,0.645682,0.427352,0.377433,0.358886,0.440897,0.534085,0.490078,0.444844,Tomato,Non-Organic
Banana_Org_194,0.77317,0.806531,0.861701,0.93212,0.846543,0.810579,0.670912,0.60212,Banana,Organic
Apple_NonOrg_166,0.428418,0.532082,0.600048,0.617341,0.56349,0.429273,0.395625,0.378002,Apple,Non-Organic
Banana_NonOrg_085,0.724122,0.783636,0.827519,0.809188,0.775408,0.75995,0.637151,0.626439,Banana,Non-Organic
Banana_Org_119,0.716776,0.774354,0.847536,0.913006,0.83729,0.770602,0.675145,0.620799,Banana,Organic
Banana_NonOrg_123,0.722011,0.725548,0.815447,0.897388,0.793671,0.766662,0.650616,0.63399,Banana,Non-Organic
Banana_Org_035,0.739618,0.787375,0.798597,0.876567,0.779877,0.738671,0.688464,0.632919,Banana,Organic
Apple_NonOrg_158,0.469159,0.487494,0.553446,0.604976,0.59987,0.463114,0.451962,0.411977,Apple,Non-Organic
Tomato_Org_064,0.677694,0.466132,0.398566,0.38853,0.465768,0.567012,0.488687,0.472443,Tomato,Organic
Tomato_Org_122,0.714333,0.421967,0.379404,0.375449,0.489513,0.573375,0.481786,0.459711,Tomato,Organic
Tomato_NonOrg_168,0.664396,0.417871,0.328349,0.348769,0.451939,0.511198,0.490831,0.488854,Tomato,Non-Organic
Banana_Org_181,0.745162,0.792381,0.84899,0.898103,0.858702,0.741418,0.676526,0.607498,Banana,Organic
Apple_Org_177,0.482099,0.522222,0.606081,0.589493,0.588768,0.490102,0.420192,0.422228,Apple,Organic
Banana_NonOrg_142,0.705867,0.765664,0.83625,0.859615,0.815416,0.733532,0.659471,0.627155,Banana,Non-Organic
Apple_NonOrg_148,0.476016,0.48464,0.550806,0.651842,0.558023,0.460402,0.425736,0.386803,Apple,Non-Organic
Banana_Org_163,0.707501,0.766776,0.860084,0.891769,0.82994,0.767148,0.695419,0.658195,Banana,Organic
Banana_NonOrg_025,0.709676,0.74944,0.814932,0.871039,0.814012,0.754099,0.716612,0.590545,Banana,Non-Organic
Banana_Org_092,0.751422,0.811967,0.88067,0.855374,0.809124,0.765431,0.731028,0.622109,Banana,Organic
Apple_Org_043,0.483097,0.537637,0.557796,0.653677,0.560628,0.499434,0.425965,0.366549,Apple,Organic
Tomato_NonOrg_079,0.711389,0.417546,0.334662,0.346925,0.452156,0.511832,0.503964,0.440852,Tomato,Non-Organic
Apple_NonOrg_036,0.42232,0.516167,0.604185,0.633023,0.550484,0.456193,0.454261,0.385899,Apple,Non-Organic
Apple_NonOrg_188,0.45703,0.486632,0.561108,0.629662,0.530718,0.509602,0.424382,0.386659,Apple,Non-Organic
Tomato_Org_037,0.697223,0.435453,0.392439,0.423255,0.509205,0.565863,0.540846,0.436288,Tomato,Organic
Tomato_Org_091,0.664549,0.443212,0.35781,0.399606,0.506545,0.589557,0.503499,0.462357,Tomato,Organic
Apple_Org_157,0.485186,0.576341,0.609844,0.64358,0.50112,0.50901,0.430008,0.370613,Apple,Organic
Banana_Org_167,0.702461,0.751155,0.82054,0.897415,0.787333,0.801013,0.698784,0.627138,Banana,Organic
Tomato_Org_102,0.714801,0.474741,0.377289,0.391476,0.500983,0.532508,0.508884,0.47459,Tomato,Organic
Banana_Org_063,0.737936,0.799769,0.824973,0.85889,0.802772,0.740536,0.700194,0.619386,Banana,Organic
Apple_NonOrg_038,0.459672,0.512577,0.554337,0.594894,0.540695,0.477249,0.450167,0.413165,Apple,Non-Organic
Tomato_NonOrg_090,0.68017,0.475204,0.331994,0.418363,0.504904,0.540165,0.450147,0.405552,Tomato,Non-Organic
Tomato_Org_088,0.722227,0.436885,0.329389,0.420387,0.473076,0.564645,0.530488,0.464258,Tomato,Organic
Tomato_NonOrg_125,0.64665,0.395453,0.367881,0.391936,0.469651,0.521819,0.489463,0.476307,Tomato,Non-Organic
Tomato_Org_118,0.709659,0.449017,0.324723,0.387841,0.491318,0.520911,0.482041,0.489929,Tomato,Organic
Apple_NonOrg_005,0.447852,0.540747,0.586489,0.618248,0.602367,0.443406,0.404932,0.336805,Apple,Non-Organic
Tomato_NonOrg_073,0.648433,0.411859,0.373811,0.33644,0.48605,0.561596,0.519683,0.456106,Tomato,Non-Organic
Apple_NonOrg_112,0.475386,0.533841,0.558952,0.599687,0.531793,0.42809,0.436444,0.398031,Apple,Non-Organic
Apple_Org_182,0.476168,0.601978,0.644324,0.643848,0.545418,0.470172,0.434116,0.400408,Apple,Organic
Apple_Org_057,0.489045,0.543909,0.603866,0.648541,0.556493,0.465809,0.492535,0.446957,Apple,Organic
Banana_Org_058,0.748587,0.7947,0.840423,0.888569,0.890064,0.727242,0.711602,0.634851,Banana,Organic
Apple_Org_077,0.453095,0.573226,0.59609,0.613296,0.599178,0.502721,0.409959,0.428612,Apple,Organic
Banana_Org_115,0.750522,0.776251,0.847794,0.854814,0.778489,0.797502,0.721079,0.623404,Banana,Organic
Banana_NonOrg_083,0.681813,0.810276,0.81191,0.819599,0.842703,0.754676,0.690991,0.60978,Banana,Non-Organic
Tomato_Org_133,0.701314,0.398696,0.383362,0.379044,0.478838,0.572095,0.551314,0.401371,Tomato,Organic
Banana_Org_025,0.741738,0.80205,0.909177,0.873461,0.84665,0.795756,0.734044,0.565504,Banana,Organic
Apple_Org_075,0.421401,0.53618,0.621725,0.647977,0.585635,0.507388,0.461058,0.420912,Apple,Organic
Tomato_Org_167,0.729274,0.446628,0.403651,0.398547,0.478953,0.572529,0.518794,0.446752,Tomato,Organic
Banana_NonOrg_198,0.752932,0.777375,0.811042,0.821999,0.771833,0.736452,0.702585,0.661128,Banana,Non-Organic
Apple_NonOrg_108,0.462428,0.502425,0.588808,0.641496,0.556286,0.452567,0.40226,0.385214,Apple,Non-Organic
Tomato_Org_116,0.743689,0.429384,0.357408,0.375619,0.44602,0.541397,0.498309,0.459261,Tomato,Organic
Tomato_Org_036,0.700372,0.445495,0.345551,0.404344,0.496193,0.555512,0.48519,0.475966,Tomato,Organic
Banana_Org_109,0.722121,0.777422,0.860948,0.846651,0.817594,0.789157,0.670304,0.603757,Banana,Organic
Banana_NonOrg_087,0.667936,0.782035,0.865403,0.875103,0.79069,0.747951,0.655512,0.614857,Banana,Non-Organic
Banana_Org_124,0.753865,0.756329,0.811111,0.819375,0.814364,0.703728,0.629454,0.634187,Banana,Organic
Banana_NonOrg_180,0.745814,0.817153,0.79783,0.875157,0.818259,0.708337,0.693162,0.598701,Banana,Non-Organic
Apple_Org_175,0.498053,0.541096,0.630961,0.642975,0.603172,0.481859,0.451062,0.40314,Apple,Organic
Tomato_NonOrg_154,0.643322,0.413989,0.377331,0.417398,0.418863,0.468651,0.469609,0.467318,Tomato,Non-Organic
Banana_Org_045,0.744338,0.780956,0.847603,0.86808,0.798404,0.786054,0.656032,0.650331,Banana,Organic
Tomato_NonOrg_136,0.693303,0.429354,0.355196,0.388256,0.433907,0.545945,0.436655,0.375813,Tomato,Non-Organic
Tomato_Org_038,0.673429,0.483942,0.345265,0.379158,0.458514,0.584399,0.492303,0.472193,Tomato,Organic
Banana_NonOrg_196,0.671661,0.782065,0.855124,0.836738,0.806697,0.770541,0.706266,0.633998,Banana,Non-Organic
Tomato_Org_155,0.714149,0.416754,0.358769,0.416497,0.463229,0.525734,0.474895,0.4818,Tomato,Organic
Apple_NonOrg_198,0.4603,0.543418,0.587856,0.579892,0.547093,0.497926,0.400734,0.430155,Apple,Non-Organic
Apple_NonOrg_074,0.512443,0.526561,0.556475,0.601996,0.601532,0.491882,0.432086,0.388697,Apple,Non-Organic
Banana_Org_095,0.721556,0.817569,0.857718,0.845455,0.807943,0.77338,0.676016,0.651153,Banana,Organic
Tomato_NonOrg_166,0.645294,0.443318,0.307006,0.408437,0.463355,0.515875,0.508319,0.457552,Tomato,Non-Organic
Banana_NonOrg_146,0.720297,0.785525,0.806438,0.859435,0.818335,0.755099,0.676163,0.643103,Banana,Non-Organic
Banana_Org_055,0.7381,0.810156,0.819558,0.869176,0.847414,0.786233,0.693689,0.600618,Banana,Organic
Banana_NonOrg_169,0.672643,0.769922,0.767032,0.88203,0.76772,0.778826,0.692717,0.617288,Banana,Non-Organic
Tomato_NonOrg_139,0.683503,0.42276,0.366674,0.398938,0.425505,0.495082,0.482076,0.449686,Tomato,Non-Organic
Apple_NonOrg_072,0.446926,0.497382,0.575367,0.634153,0.543264,0.458058,0.441584,0.352358,Apple,Non-Organic
Apple_Org_156,0.516242,0.561978,0.591142,0.638045,0.562282,0.49828,0.425474,0.430312,Apple,Organic
Banana_Org_091,0.768759,0.808299,0.842745,0.909926,0.853742,0.749947,0.690285,0.608331,Banana,Organic
Tomato_NonOrg_021,0.672143,0.416335,0.345613,0.342993,0.434897,0.548629,0.460655,0.415842,Tomato,Non-Organic
Apple_NonOrg_125,0.423648,0.506447,0.636069,0.630753,0.52829,0.509174,0.415886,0.372734,Apple,Non-Organic
Apple_NonOrg_060,0.430795,0.534546,0.585348,0.670713,0.573144,0.520036,0.433108,0.347568,Apple,Non-Organic
Banana_NonOrg_068,0.664954,0.800789,0.820239,0.82663,0.771245,0.723569,0.675428,0.616591,Banana,Non-Organic
Apple_Org_117,0.436798,0.509538,0.606678,0.669447,0.568022,0.490014,0.377474,0.420799,Apple,Organic
Tomato_Org_003,0.702929,0.373987,0.377222,0.413125,0.526745,0.525661,0.530016,0.481946,Tomato,Organic
Tomato_Org_006,0.669194,0.431227,0.333011,0.432054,0.492762,0.5893,0.477895,0.491895,Tomato,Organic
Apple_NonOrg_182,0.425305,0.56556,0.567466,0.581757,0.555975,0.437018,0.503027,0.410534,Apple,Non-Organic
Tomato_NonOrg_196,0.64498,0.407539,0.357562,0.400689,0.461109,0.492337,0.447864,0.439232,Tomato,Non-Organic
Tomato_Org_084,0.67155,0.464646,0.401933,0.385404,0.485249,0.571662,0.499505,0.454261,Tomato,Organic
Tomato_Org_087,0.709411,0.452101,0.370781,0.437131,0.483713,0.5266,0.501162,0.427496,Tomato,Organic
Apple_NonOrg_199,0.420822,0.55192,0.564861,0.6575,0.542875,0.450034,0.377199,0.384165,Apple,Non-Organic
Apple_NonOrg_010,0.410929,0.555569,0.59241,0.599355,0.579573,0.471766,0.426605,0.385979,Apple,Non-Organic
Banana_Org_056,0.70931,0.79877,0.834347,0.874314,0.795013,0.782863,0.717939,0.618134,Banana,Organic
Apple_Org_141,0.461954,0.592638,0.591846,0.674482,0.564307,0.468034,0.437596,0.363643,Apple,Organic
Apple_Org_003,0.460404,0.538683,0.604895,0.614807,0.548165,0.50974,0.448453,0.416085,Apple,Organic
Apple_NonOrg_132,0.373442,0.494088,0.563258,0.589936,0.474928,0.406809,0.459784,0.407555,Apple,Non-Organic
Apple_Org_033,0.481408,0.58059,0.609092,0.667334,0.610495,0.527808,0.416985,0.421842,Apple,Organic
Banana_Org_175,0.75558,0.822785,0.856811,0.852863,0.875757,0.793786,0.716418,0.633618,Banana,Organic
Tomato_NonOrg_074,0.663913,0.411377,0.375205,0.416569,0.437004,0.5104,0.501098,0.456761,Tomato,Non-Organic
Apple_NonOrg_195,0.471592,0.481436,0.549049,0.585508,0.574213,0.504835,0.411364,0.429,Apple,Non-Organic
Tomato_NonOrg_053,0.696701,0.423895,0.375623,0.381017,0.455497,0.538766,0.501941,0.472982,Tomato,Non-Organic
Banana_Org_172,0.751432,0.815124,0.846865,0.898429,0.864215,0.749497,0.683913,0.647358,Banana,Organic
Banana_Org_039,0.765267,0.813015,0.901465,0.890601,0.833878,0.775586,0.669642,0.637996,Banana,Organic
Banana_NonOrg_051,0.744787,0.760971,0.816599,0.832114,0.789758,0.805472,0.672832,0.606567,Banana,Non-Organic
Tomato_Org_025,0.723345,0.368475,0.342166,0.420621,0.510769,0.511347,0.499869,0.479304,Tomato,Organic
Apple_Org_099,0.477423,0.501965,0.61585,0.629342,0.583768,0.502298,0.489832,0.405721,Apple,Organic
Banana_NonOrg_166,0.745742,0.768801,0.832049,0.816128,0.813864,0.735505,0.67765,0.6147,Banana,Non-Organic
Banana_Org_165,0.744113,0.825307,0.83634,0.900448,0.840166,0.797595,0.710512,0.568032,Banana,Organic
Apple_NonOrg_083,0.452008,0.528237,0.552772,0.62173,0.543066,0.461944,0.409778,0.364013,Apple,Non-Organic
Apple_NonOrg_095,0.48151,0.500412,0.548106,0.617356,0.581749,0.514254,0.441389,0.366529,Apple,Non-Organic
Apple_Org_002,0.500247,0.608489,0.620209,0.630085,0.5614,0.504728,0.448923,0.39658,Apple,Organic
Tomato_NonOrg_182,0.661313,0.451017,0.368934,0.385389,0.437139,0.513868,0.489825,0.460356,Tomato,Non-Organic
Apple_NonOrg_069,0.462806,0.539821,0.564947,0.626073,0.553694,0.509736,0.422799,0.389267,Apple,Non-Organic
Tomato_NonOrg_164,0.661797,0.459375,0.353673,0.362519,0.43542,0.549182,0.466749,0.445062,Tomato,Non-Organic
Banana_NonOrg_032,0.760431,0.806274,0.827335,0.887766,0.844012,0.740074,0.699275,0.579579,Banana,Non-Organic
Tomato_NonOrg_106,0.66656,0.4213,0.336332,0.390846,0.415452,0.565817,0.505722,0.468348,Tomato,Non-Organic
Banana_NonOrg_199,0.71345,0.826954,0.788632,0.834094,0.794606,0.748549,0.689897,0.611407,Banana,Non-Organic
Tomato_Org_149,0.694362,0.431363,0.323492,0.40773,0.476921,0.493878,0.482499,0.462617,Tomato,Organic
Apple_NonOrg_131,0.441262,0.545945,0.56261,0.678188,0.563576,0.48202,0.438277,0.368628,Apple,Non-Organic
Apple_Org_133,0.441639,0.532704,0.607116,0.678414,0.564964,0.481614,0.386782,0.454678,Apple,Organic
Apple_NonOrg_086,0.492473,0.554471,0.585031,0.625966,0.538565,0.474923,0.4063,0.411638,Apple,Non-Organic
Banana_NonOrg_182,0.694299,0.769295,0.82985,0.830881,0.788512,0.779534,0.735247,0.598244,Banana,Non-Organic
Tomato_NonOrg_038,0.641905,0.433123,0.350797,0.340918,0.455708,0.551749,0.530155,0.447305,Tomato,Non-Organic
Tomato_NonOrg_056,0.662568,0.397205,0.377578,0.374809,0.445054,0.520195,0.456208,0.410699,Tomato,Non-Organic
Apple_Org_038,0.438835,0.526699,0.613721,0.64515,0.579182,0.508409,0.45435,0.380402,Apple,Organic
Tomato_Org_071,0.70046,0.448893,0.319078,0.37736,0.520264,0.550473,0.524498,0.474603,Tomato,Organic
Banana_Org_074,0.73769,0.812181,0.843745,0.850566,0.825048,0.785883,0.747418,0.625805,Banana,Organic
Banana_Org_079,0.718447,0.829511,0.850714,0.913999,0.812042,0.768064,0.668711,0.607195,Banana,Organic
Apple_Org_081,0.505392,0.532821,0.65057,0.642262,0.557334,0.47782,0.410968,0.381992,Apple,Organic
Tomato_Org_100,0.721852,0.443019,0.371311,0.367411,0.46915,0.602092,0.513273,0.426231,Tomato,Organic
Banana_Org_111,0.739327,0.785605,0.87161,0.885941,0.827987,0.77385,0.672075,0.657581,Banana,Organic
Banana_Org_022,0.708433,0.817471,0.79282,0.911553,0.836408,0.798693,0.660591,0.636042,Banana,Organic
Tomato_Org_016,0.704041,0.426991,0.387386,0.392646,0.503705,0.55924,0.529264,0.484854,Tomato,Organic
Apple_Org_080,0.442226,0.537234,0.622673,0.63599,0.584641,0.490043,0.477498,0.40673,Apple,Organic
Banana_Org_149,0.715736,0.789415,0.870533,0.852177,0.831944,0.763183,0.699555,0.613316,Banana,Organic
Banana_NonOrg_008,0.75117,0.757705,0.811727,0.844697,0.799235,0.800558,0.683526,0.630967,Banana,Non-Organic
Tomato_Org_041,0.681207,0.496541,0.345148,0.397102,0.502498,0.505706,0.504824,0.508642,Tomato,Organic
Banana_Org_076,0.75219,0.824247,0.871762,0.897646,0.84555,0.754496,0.712176,0.624908,Banana,Organic
Banana_NonOrg_095,0.752449,0.77243,0.829162,0.848936,0.79815,0.721046,0.672869,0.640742,Banana,Non-Organic
Apple_Org_086,0.507937,0.524036,0.588381,0.624454,0.57102,0.516336,0.485188,0.384696,Apple,Organic
Tomato_NonOrg_181,0.678804,0.398704,0.356606,0.351372,0.434486,0.517224,0.465481,0.451506,Tomato,Non-Organic
Tomato_NonOrg_116,0.667679,0.405987,0.372904,0.342561,0.436984,0.525578,0.429344,0.462027,Tomato,Non-Organic
Tomato_Org_196,0.759599,0.432007,0.362948,0.414376,0.481765,0.54083,0.448959,0.482015,Tomato,Organic
Banana_NonOrg_076,0.694693,0.789825,0.769755,0.825487,0.81159,0.80618,0.68422,0.640639,Banana,Non-Organic
Banana_NonOrg_089,0.742741,0.769884,0.833726,0.906695,0.823897,0.740779,0.65521,0.601659,Banana,Non-Organic
Banana_Org_085,0.75083,0.856482,0.84105,0.884867,0.862651,0.753272,0.684812,0.612956,Banana,Organic
Banana_Org_151,0.799328,0.847244,0.84282,0.879685,0.816181,0.770047,0.725347,0.661184,Banana,Organic
Banana_NonOrg_126,0.750417,0.784918,0.844162,0.843163,0.832166,0.742932,0.684281,0.617526,Banana,Non-Organic
Tomato_Org_098,0.719399,0.425559,0.372732,0.391512,0.484804,0.562349,0.498293,0.481849,Tomato,Organic
Tomato_Org_187,0.715292,0.409249,0.386222,0.349943,0.432922,0.569218,0.483701,0.448825,Tomato,Organic
Banana_Org_072,0.710185,0.835857,0.810342,0.876986,0.784148,0.771505,0.709954,0.649024,Banana,Organic
Apple_Org_051,0.46861,0.543936,0.640939,0.643335,0.56214,0.489233,0.433415,0.394831,Apple,Organic
Tomato_Org_081,0.686353,0.451295,0.387336,0.408355,0.43088,0.506541,0.512838,0.410544,Tomato,Organic
Banana_Org_037,0.709454,0.78799,0.832177,0.866931,0.823079,0.783769,0.687869,0.615196,Banana,Organic
Tomato_Org_189,0.716601,0.431341,0.40522,0.406645,0.45356,0.599608,0.556325,0.432913,Tomato,Organic
Apple_Org_124,0.491955,0.542267,0.611119,0.617218,0.540904,0.527054,0.426331,0.396507,Apple,Organic
Banana_Org_193,0.754905,0.803001,0.858509,0.90572,0.815246,0.73618,0.682276,0.632928,Banana,Organic
Tomato_Org_177,0.742049,0.434767,0.380369,0.396388,0.450967,0.569225,0.51998,0.452719,Tomato,Organic
Banana_Org_114,0.727638,0.807884,0.889894,0.836551,0.781307,0.746886,0.705449,0.632102,Banana,Organic
Apple_Org_105,0.44513,0.490044,0.628757,0.63461,0.57437,0.497025,0.402193,0.423636,Apple,Organic
Tomato_Org_009,0.697799,0.430103,0.360703,0.386506,0.502305,0.541746,0.500514,0.471804,Tomato,Organic
Tomato_Org_184,0.724409,0.381667,0.36955,0.397141,0.445539,0.546132,0.513521,0.430092,Tomato,Organic
